moneysmartID,title,accountNames,accountNumbers,accountBanks,billerCode,merchantId,acquirerId,terminalId,moneysmartUrl,addresses,websites,emails,phones,fax,aliases,comment,legacyDetails,legacyAccountNumbers,legacyAliases,dateAdded,dateUpdated
2589,FiFx Global,,,,,,,,/companies-you-should-not-deal-with/fifx-global,,,,,,,,(Also as known as First Forex and FiFx) (Note: FiFx Global promotes its foreign exchange trading services via the website wwwfifx.com and falsely claim that their services are under the regulation of Australia (Regulation No. 290600). The business is not a registered Australian company and it does not hold a current Australian Financial Services (AFS) licence from ASIC.)  L 14 167 Eagle St Brisbane  QLD Australia service@fifx.com www.fifx.com Phone: +0061 0731030399 ASIC Media Release,,First Forex|FiFx, ,23-Aug-19
2590,Financial Assets Corporation,,,,,,,,/companies-you-should-not-deal-with/financial-assets-corporation,,,,,,,,(Note: this company is not connected and should not be confused with the legitimate firm either Financial Assets Corporation  30 Wall Street  Suite 1203 New York  NY 10005  USA  which is a registered Broker-Dealer in the USA and a member of the National Association of Securities Dealers (CRD#13777) nor its affiliated entity  Oaktree Management Inc  an investment advisor registered with the SEC and located at the same address.) 30 Wall Street New York NY 10005 USA Ph: 1 800 494 8350 or 1 646 619 4659 Fax: 1 212 208 4346 www.financialassetscorporation.com,,, ,23-Aug-19
2591,Financial Assurance Regulatory Board,,,,,,,,/companies-you-should-not-deal-with/financial-assurance-regulatory-board,,,,,,,,Kiureikon Bldg. 6F  2-47-3  Ikebukuro  Toshima-ku  Tokyo 171-0014http://finarb.org,,, ,23-Aug-19
2592,Financial Capital Alliance (Asia) Ltd,,,,,,,,/companies-you-should-not-deal-with/financial-capital-alliance-asia-ltd,,,,,,,,Address: 100 Queens Road  Central Hong KongPhone: +852 5803 2294Email: info@fcaa-limited.com admin@fcaa-limited.com P.Moore@fcaa-limited.comWebsite: http://fcaa-limited.com/Account name: GRATC Trade Limited Account number: 369411806883 Bank name: Hang Seng BankAccount name: Taiying Co. Limited Account number: 776395831 Bank name: OCBC Wing Hang Bank Limited,369411806883|776395831,GRATC Trade Limited|Taiying Co. Limited, ,23-Aug-19
2593,Financial Markets Alliance Inc (FMAI),,,,,,,,/companies-you-should-not-deal-with/financial-markets-alliance-inc-fmai,,,,,,,,220 Madison Avenue  New York NY 10016 Phone: 1 6646 652 04 36 Fax: 1 646 786 47 67 info@fima-inc.com admin@fima-inc.com office@fima-inc.com www.fima-inc.com,,, ,23-Aug-19
2594,Financial Markets Supervisory Authority of Hong Kong,,,,,,,,/companies-you-should-not-deal-with/financial-markets-supervisory-authority-of-hong-kong,,,,,,,,www.fmsahk.org,,, ,23-Aug-19
2595,Financial Plus HK,,,,,,,,/companies-you-should-not-deal-with/financial-plus-hk,,,,,,,,also known as&nbsp;Financial Plus LimitedUnit 1618  Miramar Tower  132 Nathan Road Tsim Sha Tsui  Kowloon HONG KONG SAR CHINAP: +852 5808 3208 admin@financialhkplus.com www.financialplushk.comAccount name: Litaihua Co Limited Account number: 871506003796 Bank name: ICBC Asia LimitedAccount name: Jiechoja Trade Limited Account number: 369387717883 Bank name: Hang Seng Bank LimitedAccount name: Hong Kong Vast Dream Limited Account number: 864530023159 Bank name: Industrial and Commercial Bank of China (Asia Limited)Account name: Wenbinshengg Trade Co Limited Account number: 7420406763 Bank name: dah sing bank limitedAccount name: HK Chuenheng Trading Co Limited Account number: 02756593111001 Bank name: Bank of Communications Limited,871506003796|369387717883|864530023159|7420406763,Financial Plus Limited|Litaihua Co Limited|Jiechoja Trade Limited|Hong Kong Vast Dream Limited|Wenbinshengg Trade Co Limited, ,23-Aug-19
2596,Financial Plus Limited,,,,,,,,/companies-you-should-not-deal-with/financial-plus-limited,,,,,,,,also known as Financial Plus HKUnit 1618  Miramar Tower  132 Nathan Road Tsim Sha Tsui  Kowloon HONG KONG SAR CHINAP: +852 5808 3208 admin@financialhkplus.com www.financialplushk.comAccount name:&nbsp;Litaihua Co Limited Account number:&nbsp;871506003796 Bank name: ICBC Asia LimitedAccount name:&nbsp;Jiechoja Trade Limited Account number:&nbsp;369387717883 Bank name: Hang Seng Bank LimitedAccount name:&nbsp;Hong Kong Vast Dream Limited Account number:&nbsp;864530023159 Bank name: Industrial and Commercial Bank of China (Asia Limited)Account name:&nbsp;Wenbinshengg Trade Co Limited Account number:&nbsp;7420406763 Bank name: dah sing bank limitedAccount name: HK Chuenheng Trading Co Limited Account number: 02756593111001 Bank name: Bank of Communications Limited,871506003796|369387717883|864530023159|7420406763,Litaihua Co Limited|Jiechoja Trade Limited|Hong Kong Vast Dream Limited|Wenbinshengg Trade Co Limited, ,23-Aug-19
2597,Financial Services Regulator of Hong Kong,,,,,,,,/companies-you-should-not-deal-with/financial-services-regulator-of-hong-kong,,,,,,,,HK Diamond Exchange Building 8 Duddell Street  Central Hong Kong www.fsrhk.org,,, ,23-Aug-19
2598,Financial Services Regulatory Authority of Belgium,,,,,,,,/companies-you-should-not-deal-with/financial-services-regulatory-authority-of-belgium,,,,,,,,www.fsrab.org,,, ,23-Aug-19
2599,Financial Trading Group International S.A.,,,,,,,,/companies-you-should-not-deal-with/financial-trading-group-international-s-a,,,,,,,,(Associated with International Currency Traders  S.A.) 200Este  75 Norte de la Embajada de Nicaragua San Jose Costa Rica Ph: 506 258 2758 Fax: 506 255 3250 www.ftgicr.com,,, ,23-Aug-19
2600,Financials Trading Online,,,,,,,,/companies-you-should-not-deal-with/financials-trading-online,,,,,,,,also known as&nbsp;FTO CapitalAjeltake Road Ajeltake Island Majuro Marshall Islands4th Floor  Holden House  57 Rathbone Place  WIT IJU  London UKLincoln House 296-302 High Holborn WC1V 7JH  UKP: +44 2080682565 cs@ftocapital.com support@ftocapital.com http://www.ftocapital.com,,, ,23-Aug-19
2601,FinAxa Settlements,,,,,,,,/companies-you-should-not-deal-with/finaxa-settlements,,,,,,,,Suite 300 JFK Building 1800 JFK Boulevarde Philadelphia PA 19103 United States Ph 1 215 359 0400 Fax 1 215 359 0966 www.finaxa.us,,, ,23-Aug-19
2602,Fintrade Advisors Inc,,,,,,,,/companies-you-should-not-deal-with/fintrade-advisors-inc,,,,,,,,1285 6th Avenue 32nd Floor New York NY 10019 United States of America 1 646 346 7472 admin@fintradeadvisors.com www.fintradeadvisors.com,,, ,23-Aug-19
2603,Firkin Asset Consultants Ltd,,,,,,,,/companies-you-should-not-deal-with/firkin-asset-consultants-ltd,,,,,,,,5-501 Senba Center Building  Chuo-Ku  Osaka  5410055  Japan 12 Hilton Plaza  West Office  Tower 222  Umeda Kita-Ku  Osaka  5300001  Japan Email: contact@firkinac.com  Margaret.doyle@firkinac.com  Sarah.fox@firkinac.com  Patrick.kipling@firkinac.com Website: www.firkinac.com Ph: +81-6-4560 4022 Fx: +81-6-7635 7238Account name: Lofty Trading Account number: 900 404 6882 Bank: Rizal Commercial Banking Corporation&nbsp;,900 404 6882,Lofty Trading, ,23-Aug-19
2604,First Atlantic Corporation,,,,,,,,/companies-you-should-not-deal-with/first-atlantic-corporation,,,,,,,,Boca Raton Florida USA Ph: (1) 561 697 0232 Fax; (1) 561 558 0495,,, ,23-Aug-19
2605,First Chartered Capital,,,,,,,,/companies-you-should-not-deal-with/first-chartered-capital,,,,,,,,Client Service Centre 14th Floor IBM Tower Pacific Century Place 2A Workers Road North Beijing  100027 China Ph: 86 10 6539 1024 Fax: 86 10 6539 1060andISM Tower  14th Floor 2A Workers Road North Beijing China 100027 Ph: (8610) 6539 1024 Fax: (8610) 1014/1050andInstitutional Market Division 245 Park Avenue 24th and 39th Floors Manhattan  New York USA 10167,,, ,23-Aug-19
2606,First Colonial Management,,,,,,,,/companies-you-should-not-deal-with/first-colonial-management,,,,,,,,17 Ensign House  Admirals Way London England E14 9XQ Ph 442073619943 Fax 448701302148,,, ,23-Aug-19
2607,First Equis Limited,,,,,,,,/companies-you-should-not-deal-with/first-equis-limited,,,,,,,,Japan Office Shibuya Mark City West 22F 1-12-1 Dogenza  Shibuya-ku Tokyo Japan 150-0042 Ph 81 34360 5473 4 Fax 81 34360 5475andIndonesian Office Wisma GKBL 39th Floor JI Jend Surdiman No 28 Jakarta 10210 Ph 62 21 5799 8132 3 Fax 62 21 5799 8134 www.firstequis.com,,, ,23-Aug-19
2608,First Euro Trading Group,,,,,,,,/companies-you-should-not-deal-with/first-euro-trading-group,,,,,,,,(See First Trading Group),,, ,23-Aug-19
2609,First Federal Capital,,,,,,,,/companies-you-should-not-deal-with/first-federal-capital,,,,,,,,C/o 1900 Ave of The Stars Suite 1635 Los Angeles  CA 90067  USAand72 New Bond Street  London W1Y9DD United Kingdom Ph: 44 171 493 2880 Fax: 44 171 499 3417,,, ,23-Aug-19
2610,First Forex,,,,,,,,/companies-you-should-not-deal-with/first-forex,,,,,,,,(Also as known as FiFx Global and FiFx) (Note: First Forex promotes its foreign exchange trading services via the website wwwfifx.com and falsely claim that their services are under the regulation of Australia (Regulation No. 290600). The business is not a registered Australian company and it does not hold a current Australian Financial Services (AFS) licence from ASIC.)  L 14 167 Eagle St Brisbane  QLD Australia service@fifx.com www.fifx.com Phone: +0061 0731030399 ASIC Media release,,FiFx Global|FiFx, ,23-Aug-19
2611,First Global Commodities and Futures Exchange,,,,,,,,/companies-you-should-not-deal-with/first-global-commodities-and-futures-exchange,,,,,,,,Five Kings House  1 Queen Street Place  London EC4R 1QS  United Kingdom Fax: +44 20 808 25917 accounts@fgcfx.org http://fgcfx.orgPrime International Management Connaught House  65 Aldwych  London  WC2B 4DS United Kingdom http://pimgt.comBeneficiary name: PD Asia Pacific Clearing Account number: 1008317707 Bank name: Bank ChinaTrust Indonesia Pt,1008317707,PD Asia Pacific Clearing, ,23-Aug-19
2612,First Independent Capital Resources Inc,,,,,,,,/companies-you-should-not-deal-with/first-independent-capital-resources-inc,,,,,,,,Shiroyuma JT Movi Building  8-1 Toranomon 4 Chome Minato-Ku  Tokyo 105 Japan Ph: (81) 345 124 360 Fax: (81) 345 124 361,,, ,23-Aug-19
2613,First National Financial Group Inc,,,,,,,,/companies-you-should-not-deal-with/first-national-financial-group-inc,,,,,,,,46th Floor  140 Broadway New York  NY 10005 USA Fax: (1) 212 858 7522 Ph: 1 212 858 7521 www.firstnationalfinancial.net,,, ,23-Aug-19
2614,First New York Securities LLC,,,,,,,,/companies-you-should-not-deal-with/first-new-york-securities-llc,,,,,,,,(Note: this company is not connected and should not be confused with the legitimate firm First New York Securities  LLC (www.fnysllc.com) of 90 Park St 5th Floor New York NY 10018 United States Ph 212 848 0600  which is registered with the SEC and FINRA as a broker dealer (CRD# 16362) in the USA.) 90 Park St 5th Floor New York NY 10018 United States Ph 1 866220 8961 Fax 1 917591 4289 info@firstnewyorkllc.com www.firstnewyorkllc.com,,, ,23-Aug-19
2615,First Reserve Co. Ltd,,,,,,,,/companies-you-should-not-deal-with/first-reserve-co-ltd,,,,,,,,DOF Building Roxas Boulevard Croner pablo Ocampo Street Manila 1004 Philippines Ph 639155753546 info@frmserv.com,,, ,23-Aug-19
2616,First Standard Consolidated,,,,,,,,/companies-you-should-not-deal-with/first-standard-consolidated,,,,,,,,32 Regent St London UK,,, ,23-Aug-19
2617,First Trading Group / First Euro Trading Group,,,,,,,,/companies-you-should-not-deal-with/first-trading-group-first-euro-trading-group,,,,,,,,445 W. 45th Street New York NY 10036 USA Ph: (1) (212) 201 1326/903 4187 Fax: (1) (917) 591 3024/(212) 468 2831 www.firsttradinggroup.com,,, ,23-Aug-19
2618,First World Registrars,,,,,,,,/companies-you-should-not-deal-with/first-world-registrars,,,,,,,,60 Wall Street New York  NY  10005 USA Tel: +1 646 5132 792 Fax: +1 646 3049 552 info.us@fwregistrars.com  Theaterstrasse 18  8001 Zurich  Switzerland Tel:+414 3508 2938 Fax: +414 3430 2004 info.ch@fwregistrars.com  International Commerce Centre  1 Austin Road West  Kowloon  Hong Kong Tel :+852 5808 4407 Fax: +852 3006 5353 info.hk@fwregistrars.com http://fwregistrars.com/  Account name: Firstworld Consultants Limited Account number: 787-468149-883 Bank name: Hang Seng Bank  Account name: Aurum International Account number: 494788476159 Bank name: DBS Bank (Hong Kong) Ltd &nbsp; Account name: Sanderstead Consultants Account number: 01274092090127 Bank name: Bank of China Hong Kong Ltd,787-468149-883|494788476159|01274092090127,Firstworld Consultants Limited|Aurum International|Sanderstead Consultants, ,23-Aug-19
2619,FL Lober Tax Consultants,,,,,,,,/companies-you-should-not-deal-with/fl-lober-tax-consultants,,,,,,,,P.O Box 259 Nassau Bahamas 125 N.E. 15th Street Niarni 33319,,, ,23-Aug-19
2620,Flagship Consolidated,,,,,,,,/companies-you-should-not-deal-with/flagship-consolidated,,,,,,,,663 Kings Road Hong Kong Central Hong Kong 852 info@flagshipcsld.com www.flagshipcsld.com,,, ,23-Aug-19
2621,Fleetwood Mergers and Acquisitions,,,,,,,,/companies-you-should-not-deal-with/fleetwood-mergers-and-acquisitions,,,,,,,,2500 CityWest Blvd. Houston  TX 77042-3000 United States Phone:1 (832) 201-6398 Fax: 1 (832) 565-1633andRond Point Robert Schuman 6  Brussels 1040 Belgium Phone: 32 (2) 403 4980 Fax: 32 (2) 416 6357 www.fwmna.com,,, ,23-Aug-19
2622,FM Trader,,,,,,,,/companies-you-should-not-deal-with/fm-trader,,,,,,,,6 Ioanni Stylianou 2nd Floor Office/Flat 201 2003 Nicosia CyprusandLevel 17 Dashwood House Old Broad Street EC2M 1QSand35 Barrack Road Third Floor Belize Citywww.fmtrader.comBank Name: Noor Bank Account Name: Ace Venture FZE Account Number: 02410898100073Account name: Fincompany SRO Account number: CZ7627000000002114193161 Bank name: Unicredit Bank CzechAccount name: - Account number: CZ4920100000002801081399 Bank name: -,02410898100073|CZ7627000000002114193161|CZ4920100000002801081399,Ace Venture FZE|Fincompany SRO, ,23-Aug-19
2623,FM Ventures Inc,,,,,,,,/companies-you-should-not-deal-with/fm-ventures-inc,,,,,,,,430 Park Avenue New York NY&nbsp; 10022 Ph: +1 212 389 7920 clientservices@fm-ventureinc.com www.fm-ventureinc.com,,, ,23-Aug-19
2624,FM Wealth Management,,,,,,,,/companies-you-should-not-deal-with/fm-wealth-management,,,,,,,,Address: PO Box 31084/242  Grand Cayman  KY1-1205 Cayman Islands638 West Bay Road Grand Cayman  KY1-1205 Cayman IslandsPh: 1 345 769 1360+1-877-9040892Email: contact@fmwealthmanagement.comWebsite: www.fmwealthmanagement.com Account name: FM Management IncAccount number: 193427200470Bank name: TD Canada Trust Account name: Eco Plant CorporationAccount number: 192927201219Bank name: TD Canada Trust Account name: Eco Plant SAAccount number: 030090900012550026Bank name: Banco del Bajio SA  ,193427200470|192927201219|030090900012550026,FM Management Inc|Eco Plant Corporation|Eco Plant SA,14-Sep-18,14-Dec-21
2625,FMCapitals also known as Genum Ltd,,,,,,,,/companies-you-should-not-deal-with/fmcapitals-also-known-as-genum-ltd,,,,,,,,55 Wig Kei Road  Kwaichung Hong Kong1408 Sofia City  Sofia District  Metropolitan Municipality  Triaditsa Region  Balsha  No. 14  ap. office No. 5 BulgariaP: 1-888-215-3092www.fmcapitals.com,,, ,24-Oct-19
2626,FM-FX,,,,,,,,/companies-you-should-not-deal-with/fm-fx,,,,,,,,P: +442080680485 or&nbsp;+61412345678 www.fm-fx.com,,, ,23-Aug-19
2627,Forbidden City Venture Capital,,,,,,,,/companies-you-should-not-deal-with/forbidden-city-venture-capital,,,,,,,,(also known as Delmedica Investments Ltd) Bank of Shanghai 21st Floor 168 Yincheng Zhong Rd.  Pudong Shanghai 200120 China Website: www.fcvencap.cn/ Telephone: +86 21 5116 7113 Fax: +852 8343 7028,,, ,23-Aug-19
2628,Foreign Currency International,,,,,,,,/companies-you-should-not-deal-with/foreign-currency-international,,,,,,,,27 Suhumvit Soi 20  Bangkok  10110 Thailand,,, ,23-Aug-19
2629,Foreign Shareholders Protection Department,,,,,,,,/companies-you-should-not-deal-with/foreign-shareholders-protection-department,,,,,,,,No further information available.,,, ,23-Aug-19
2630,Foreign Trade International,,,,,,,,/companies-you-should-not-deal-with/foreign-trade-international,,,,,,,,12th Floor  253 Sukhumvit SOI 21 Asoke Road Bangkok 10110 Thailand,,, ,23-Aug-19
2631,Forensic Financial Fraud Investigators,,,,,,,,/companies-you-should-not-deal-with/forensic-financial-fraud-investigators,,,,,,,,999  18th Street Suite 3000 Denver  Colorado United States Phone: 1303 352 1987 Fax: 1303 496 0552,,, ,23-Aug-19
2632,Forest City Basin Resources Ltd,,,,,,,,/companies-you-should-not-deal-with/forest-city-basin-resources-ltd,,,,,,,,Auckland  New Zealand,,, ,23-Aug-19
2633,Fortress International  Inc,,,,,,,,/companies-you-should-not-deal-with/fortress-international-inc,,,,,,,,12F-4 No 171 Nan Jing East Rd Sec 4 Taipei Taiwan Ph 886 2 6601 2071 Fax 886 2 6602 1077 www.fortresssinternational.com,,, ,23-Aug-19
2634,Fortune International Inc,,,,,,,,/companies-you-should-not-deal-with/fortune-international-inc,,,,,,,,18th Floor One International Finance Centre 1 Harbour View St Central  Hong Kongand2111 Wing On House 71 Des Voeux RoadandOther offices or mail addresses in Singapore  Japan and China.,,, ,23-Aug-19
2635,Fortune Way Limited,,,,,,,,/companies-you-should-not-deal-with/fortune-way-limited,,,,,,,,(also known as FXFWay UK Limited)Address: 27 Old Gloucester Street  London  United Kingdom  WC1N 3AXUnit 04  7/F Bright Way Tower  No 33 Mongkok Road  Kowloon  Hong KongGovant Building  BP 1276 Port Vila  VanuatuPh: 0044-756 2200 007Email: support@fxfway.com web@fxfway.com support@fxfway.comWebsite: http://en.fxfway.com/m/index.phpAccount name: Fortune Way HK Ltd Account number: 867591200004005 Bank name: Hang Seng Bank Ltd,8.67591E+14,Fortune Way HK Ltd, ,23-Aug-19
2636,Fox Chase Capital Partners,,,,,,,,/companies-you-should-not-deal-with/fox-chase-capital-partners,,,,,,,,(Note: this company is not connected and should not be confused with the legitimate firm Fox Chase Capital Partners  LLC SEC number 8-52624 CRD Number 104087 who are genuine and do not have a website.)499 Main Street Metuchen NJ 08840 ph 1 732 875 0435 www.foxchasecapital.com info@foxchasecapital.com,,, ,23-Aug-19
2637,Fraser-Mackie Wealth Management Ltd,,,,,,,,/companies-you-should-not-deal-with/fraser-mackie-wealth-management-ltd,,,,,,,,Av.Sarasota #20  corner Abraham Lincoln  La Julia  Torre Empresarial AIRD  11th Floor  Santo Domingo Ph: +1 829 947 0219 info@frasermackieltd.com www.frasermackieltd.com,,, ,23-Aug-19
2638,Freelander & Kuhn,,,,,,,,/companies-you-should-not-deal-with/freelander-kuhn,,,,,,,,1411 Herrera Tower Herrar Street  Salcedo Village Makati City PhilippinesandNervis Street PO Box 767 St Johns Antigua Return mailing address in Singapore.,,, ,23-Aug-19
2639,Freeman Wealth Management Company,,,,,,,,/companies-you-should-not-deal-with/freeman-wealth-management-company,,,,,,,,6836 Main St Suite Williamsville New York 14221 Ph: 1 646 360 1665 Fax: 1 646 218 1336 www.fwmgtcom.com info@fwmgtco.com,,, ,23-Aug-19
2640,Freemont Trading,,,,,,,,/companies-you-should-not-deal-with/freemont-trading,,,,,,,,1-22-14 Jinnan Shibuya-ku Tokyo 1500041 Ph: 81 3 457 90619 www.freemonttrading.com,,, ,23-Aug-19
2641,FRG Europe Ou,,,,,,,,/companies-you-should-not-deal-with/frg-europe-ou,,,,,,,,(also known as 4XFX)Harju Maakond Tallinn Kesklinna Linnaosa Roosikrantsi tn 2-K397  10119  EstoniaPh: +4932229990017  +442080893668  +3726346223support@4xfx.comwww.4xfx.com,,4XFX, ,24-Oct-19
2642,Front Futures,,,,,,,,/companies-you-should-not-deal-with/front-futures,,,,,,,,Silvercord Tower 2  30 Canton Road Tsim Sha Tsui Hong Kong www.frontfutures.com,,, ,23-Aug-19
2643,FSM Smart,,,,,,,,/companies-you-should-not-deal-with/fsm-smart,,,,,,,,Address: Hertensteinstrasse 51 Lucerne  Luzern 6004 SwitzerlandPh: +18772989559Email: cs@fsmsmart.com backoffice@fsmsmart.comWebsite: www.fsmsmart.com and www.fsmsmarts.com,,, ,25-Nov-19
2644,FTM Consulting t/a LegalCFD,,,,,,,,/companies-you-should-not-deal-with/ftm-consulting-t-a-legalcfd,,,,,,,,Address: Kranso selo region borovo estate  8a Gen Stefan Toshev Street  Sofia  Bulgaria 1000Ph: +44 2039616436Email: support@legalcfd.comWebsite: https://www.legalcfd.com,,, ,23-Aug-19
2645,FTO Capital,,,,,,,,/companies-you-should-not-deal-with/fto-capital,,,,,,,,also known as&nbsp;Nona Marketing Ltd&nbsp;and&nbsp;Financials Trading OnlineAjeltake Road Ajeltake Island Majuro Marshall Islands4th Floor  Holden House  57 Rathbone Place  WIT IJU  London UKLincoln House 296-302 High Holborn WC1V 7JH  UKP: +44 2080682565 cs@ftocapital.com support@ftocapital.com http://www.ftocapital.com,,, ,23-Aug-19
2646,Fujiwara Group  The,,,,,,,,/companies-you-should-not-deal-with/fujiwara-group-the,,,,,,,,14F Kamiyacho MT Building 4-3-20  Toranomon Minato-ku Tokyo 105-0001 Japan Ph: (813) 5404 3458 Fax: (813) 4512 3022/5404 3401 www.fujiwaragroup.com,,, ,23-Aug-19
2647,Fukumoto  Toshihiro and Partners Futures Trading (FTP),,,,,,,,/companies-you-should-not-deal-with/fukumoto-toshihiro-and-partners-futures-trading-ftp,,,,,,,,Kawase Bldg 3-17-5 Shinjuku Shinjuku-ku Tokyo 160-0022 Japan Ph: 81 3 45206363 Fax: 81 3 63857561 www.ftpfutures.com Email: info@ftpfutures.com,,, ,23-Aug-19
2648,Fund Access Limited,,,,,,,,/companies-you-should-not-deal-with/fund-access-limited,,,,,,,,https://www.fundaccessltd.com/ 27/F E-Trade Plaza  24 Lee Chung St. Chai Wan  Hong KongBank Accounts:Beneficiary Account name: Bannett Global Pte. Ltd Beneficiary Address: 1 North Bridge Street  19-09 High Street Centre  Singapore  179094 Account no.: 503239782301 Bank name: Oversea-Chinese Banking Corporation Ltd Bank address: 65 Chuila Street  OCBC Centre  Singapore  179094 SWIFT code: OCBCSGSGXXXBeneficiary Account name: G&amp;D Global Enterprises Pte. Ltd Beneficiary Address: 1 North Bridge Street  19-09 High Street Centre  Singapore  179094 Account no.: 503258238301 Bank name: Oversea-Chinese Banking Corporation Ltd Bank address: 65 Chuila Street  OCBC Centre  Singapore  179094 SWIFT code: OCBCSGSGXXXBeneficiary Account name: Redcoroyal Ltd Beneficiary Address: 1101  11/F San Toi Building Connaught Road  Central Hong Kong Account no.: 7441-8382-1501 Bank name: China Citic Bank International Ltd Bank address: G/FL The Chinese Bank Building  61-65 Des Voeux Road  Central Hong Kong SWIFT code: KWHHKHKHHXXX,503239782301|OCBCSGSGXXX|503258238301|OCBCSGSGXXX|7441-8382-1501|KWHHKHKHHXXX,Bannett Global Pte. Ltd|G&D Global Enterprises Pte. Ltd|Redcoroyal Ltd, ,23-Aug-19
2649,Futures Trading Standards Commission,,,,,,,,/companies-you-should-not-deal-with/futures-trading-standards-commission,,,,,,,,9th Floor&nbsp; 16-19 Canada Square London E14 5ERenquiries@ukftsc.org www.ukftsc.org,,, ,23-Aug-19
2650,FXFWay UK Limited,,,,,,,,/companies-you-should-not-deal-with/fxfway-uk-limited,,,,,,,,(also known as&nbsp;Fortune Way Limited)Address: 27 Old Gloucester Street  London  United Kingdom  WC1N 3AXUnit 04  7/F Bright Way Tower  No 33 Mongkok Road  Kowloon  Hong KongGovant Building  BP 1276 Port Vila  VanuatuPh: 0044-756 2200 007Email: support@fxfway.com web@fxfway.com support@fxfway.comWebsite: http://en.fxfway.com/m/index.php&nbsp;Account name: Fortune Way HK Ltd Account number: 867591200004005 Bank name: Hang Seng Bank Ltd,8.67591E+14,Fortune Way HK Ltd, ,23-Aug-19
2651,Gatestar Gaming Inc,,,,,,,,/companies-you-should-not-deal-with/gatestar-gaming-inc,,,,,,,,9243 Wilshire Boulevard Beverly Hills California 90210 Ph: 13103012711 Fax: 13108610383 consultant@gatestargaming.net www.gatestargaming.net,,, ,23-Aug-19
2652,Gateway International,,,,,,,,/companies-you-should-not-deal-with/gateway-international,,,,,,,,76 Summer Street  Boston MA 02110 United States of America www.gate-way-int.com Ph: +1-617-778-2314 Fax: +1-617-507-0530,,, ,23-Aug-19
2653,Gateway Mercantile Exchange,,,,,,,,/companies-you-should-not-deal-with/gateway-mercantile-exchange,,,,,,,,99 Bishopsgate London EC2N United Kingdom www.gmexchange.org trading@gmexchange.orgAccount name: Gold Glory Trading Co Bank name: HSBC Hong Kong Account No: 819-226655-838Account name: Merson Trading Bank name: Ambank Berhad Account No: 0522022027165,819-226655-838|0522022027165,Gold Glory Trading Co|Merson Trading, ,23-Aug-19
2654,Gaylord & Finch,,,,,,,,/companies-you-should-not-deal-with/gaylord-finch,,,,,,,,21200 Broadway East 74 Seattle Washington  98122 USAand400 Broadway Seattle Washington  98122 USA Ph: 1 206 888 0329 Fax: 1 206 339 2813,,, ,23-Aug-19
2655,GE Capital Finance SpA / GE Capital Finance Company,,,,,,,,/companies-you-should-not-deal-with/ge-capital-finance-spa-ge-capital-finance-company,,,,,,,,(Note: this company is not connected and should not be confused with the legitimate firm GE Capital Finance Pty Ltd)Milano  Italy Mr Luis Alberto Giorgio Assistant Loan Officer Ph: 9 389 169 2833 gecapital_finance@yahoo.cn,,, ,23-Aug-19
2656,General Commerce Bank AG/ General Commerce Bank of Vienna,,,,,,,,/companies-you-should-not-deal-with/general-commerce-bank-ag-general-commerce-bank-of-vienna,,,,,,,,Schlickgasse 1  A-1090 Wien  Austria. Telephone: 43-1-317-27-00. Facsimile: 43-1-317-27-00-73.,,, ,23-Aug-19
2657,Genius Investments,,,,,,,,/companies-you-should-not-deal-with/genius-investments,,,,,,,,6 Karaiskakis Street Limassol  Cyprus 3032  CY Ph: 44 200 222 7598 Fax:44 207 855 0844 www.geniusfunds.com,,, ,23-Aug-19
2658,Genum Ltd,,,,,,,,/companies-you-should-not-deal-with/genum-ltd,,,,,,,,also known as FMCapitals55 Wig Kei Road  Kwaichung Hong Kong1408 Sofia City  Sofia District  Metropolitan Municipality  Triaditsa Region  Balsha  No. 14  ap. office No. 5 BulgariaP: 1-888-215-3092www.fmcapitals.com,,, ,25-Oct-19
2659,Geo Survey Management Ltd,,,,,,,,/companies-you-should-not-deal-with/geo-survey-management-ltd,,,,,,,,221 St. Isidore Road South Kahnawake Quebec Montreal  Canada JOL 1BO Ph: (+86) 1084181905 http://geosurveymanagement.com/Beneficiary Name: Geosurvey Account Number: 009310100207411 Bank Name: CANADIAN IMPERIAL BANK OF COMMERCEBeneficiary Name: Geosurvey  James Meloche Account Number: TORONTO-0207411 (CA-CIBC) Bank Name: CIBCBeneficiary Names: Survey  Geo Account Number: 022810014795367 Bank Name: BANK OF MONTREALAccount name: Geosurvey Projects Pte Ltd Account name: 503216434301 Bank name: OCBC Bank Singapore,009310100207411|TORONTO-0207411 (CA-CIBC)|022810014795367|503216434301,Geosurvey|Geosurvey  James Meloche|Survey  Geo|Geosurvey Projects Pte Ltd, ,23-Aug-19
2660,Georgian Group  The,,,,,,,,/companies-you-should-not-deal-with/georgian-group-the,,,,,,,,(Took over Hudson International Group Limited) Level 21  HSBC Tower 101 Yin Chen East Road Pudong  Shanghai 200120 P. R. ChinaandAlso has offices in Indonesia  Malaysia and Japan.,,, ,23-Aug-19
2661,Gerson-Lehmann Inc,,,,,,,,/companies-you-should-not-deal-with/gerson-lehmann-inc,,,,,,,,SSP Tower 3  Unit 14B  14th Floor  88 Silom Road  Suriyawongse  Bangrak  Bangkok 10500  Thailand. Telephone: (662) 634 - 1823 / 1824. Facsimile: (662) 634 1825,,, ,23-Aug-19
